DEBUG 2024-10-05 08:39:15,900 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_itertools.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,901 autoreload File D:\project\myenv\Lib\site-packages\django\template\smartif.py first seen with mtime 1728060347.6740816
DEBUG 2024-10-05 08:39:15,902 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\DLLs\_socket.pyd first seen with mtime 1725634928.0
DEBUG 2024-10-05 08:39:15,903 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\DLLs\_bz2.pyd first seen with mtime 1725634928.0
DEBUG 2024-10-05 08:39:15,904 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\email\mime\message.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,905 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\operator.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,906 autoreload File D:\project\myenv\Lib\site-packages\django\db\backends\postgresql\features.py first seen with mtime 1728060347.5421379
DEBUG 2024-10-05 08:39:15,908 autoreload File D:\project\myenv\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1728060347.4715028
DEBUG 2024-10-05 08:39:15,908 autoreload File D:\project\myenv\Lib\site-packages\django\apps\registry.py first seen with mtime 1728060344.8695917
DEBUG 2024-10-05 08:39:15,909 autoreload File D:\project\myenv\Lib\site-packages\psycopg2\_range.py first seen with mtime 1728060443.483853
DEBUG 2024-10-05 08:39:15,910 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1728060347.5720153
DEBUG 2024-10-05 08:39:15,912 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\shutil.py first seen with mtime 1725634874.0
DEBUG 2024-10-05 08:39:15,913 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\email\generator.py first seen with mtime 1725634874.0
DEBUG 2024-10-05 08:39:15,914 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\collections\abc.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,915 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\logging\config.py first seen with mtime 1725634874.0
DEBUG 2024-10-05 08:39:15,916 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_common.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,917 autoreload File D:\project\myenv\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1728060347.4665864
DEBUG 2024-10-05 08:39:15,918 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1728060347.5959506
DEBUG 2024-10-05 08:39:15,919 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_tzpath.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,920 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\base.py first seen with mtime 1728060347.5670285
DEBUG 2024-10-05 08:39:15,921 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\contenttypes\management\__init__.py first seen with mtime 1728060346.2518737
DEBUG 2024-10-05 08:39:15,923 autoreload File D:\project\myenv\Lib\site-packages\django_redis\__init__.py first seen with mtime 1728060444.8389697
DEBUG 2024-10-05 08:39:15,924 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\textwrap.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,925 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1728060347.580992
DEBUG 2024-10-05 08:39:15,926 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1728060346.063211
DEBUG 2024-10-05 08:39:15,927 autoreload File D:\project\myenv\Lib\site-packages\django\template\autoreload.py first seen with mtime 1728060347.665104
DEBUG 2024-10-05 08:39:15,927 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1728060347.5859778
DEBUG 2024-10-05 08:39:15,928 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\encodings\cp1252.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,929 autoreload File D:\project\myenv\Lib\site-packages\django\utils\duration.py first seen with mtime 1728060347.7100728
DEBUG 2024-10-05 08:39:15,930 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\subprocess.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,931 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\futures.py first seen with mtime 1725634874.0
DEBUG 2024-10-05 08:39:15,932 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\manager.py first seen with mtime 1728060347.5740762
DEBUG 2024-10-05 08:39:15,933 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\thread.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,934 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\staticfiles\management\__init__.py first seen with mtime 1728060347.4590516
DEBUG 2024-10-05 08:39:15,935 autoreload File D:\project\myenv\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1728060347.6561291
DEBUG 2024-10-05 08:39:15,937 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\xml\dom\__init__.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,938 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1728060347.594955
DEBUG 2024-10-05 08:39:15,939 autoreload File D:\project\myenv\Lib\site-packages\django\db\migrations\operations\special.py first seen with mtime 1728060347.5644395
DEBUG 2024-10-05 08:39:15,940 autoreload File D:\project\myenv\Lib\site-packages\django\test\__init__.py first seen with mtime 1728060347.6870458
DEBUG 2024-10-05 08:39:15,941 autoreload File D:\project\myenv\Lib\site-packages\django\views\i18n.py first seen with mtime 1728060347.7399068
DEBUG 2024-10-05 08:39:15,942 autoreload File D:\project\myenv\Lib\site-packages\django\core\checks\security\__init__.py first seen with mtime 1728060347.4757285
DEBUG 2024-10-05 08:39:15,943 autoreload File D:\project\myenv\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1728060347.5611105
DEBUG 2024-10-05 08:39:15,944 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\weakref.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,945 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\fields\generated.py first seen with mtime 1728060347.5829859
DEBUG 2024-10-05 08:39:15,946 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\templatetags\__init__.py first seen with mtime 1728060443.8044417
DEBUG 2024-10-05 08:39:15,948 autoreload File D:\project\myenv\Lib\site-packages\django\core\checks\database.py first seen with mtime 1728060347.4718785
DEBUG 2024-10-05 08:39:15,950 autoreload File D:\project\myenv\Lib\site-packages\django\db\backends\base\schema.py first seen with mtime 1728060347.5270152
DEBUG 2024-10-05 08:39:15,951 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\admindocs\views.py first seen with mtime 1728060345.6500516
DEBUG 2024-10-05 08:39:15,951 autoreload File D:\project\myenv\Lib\site-packages\django\db\migrations\utils.py first seen with mtime 1728060347.5591226
DEBUG 2024-10-05 08:39:15,953 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\importlib\abc.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,954 autoreload File D:\project\myenv\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1728060347.6750803
DEBUG 2024-10-05 08:39:15,955 autoreload File D:\project\inventory_management\inventory_management\__init__.py first seen with mtime 1728060404.4188478
DEBUG 2024-10-05 08:39:15,955 autoreload File D:\project\myenv\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1728060347.4804902
DEBUG 2024-10-05 08:39:15,956 autoreload File D:\project\myenv\Lib\site-packages\django\db\backends\postgresql\operations.py first seen with mtime 1728060347.5429244
DEBUG 2024-10-05 08:39:15,957 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1728060347.1483054
DEBUG 2024-10-05 08:39:15,958 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,960 autoreload File D:\project\myenv\Lib\site-packages\django\core\management\sql.py first seen with mtime 1728060347.4937882
DEBUG 2024-10-05 08:39:15,961 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\_compat_pickle.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,962 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\utils\timezone.py first seen with mtime 1728060443.8108869
DEBUG 2024-10-05 08:39:15,964 autoreload File D:\project\myenv\Lib\site-packages\django\db\backends\postgresql\psycopg_any.py first seen with mtime 1728060347.5439217
DEBUG 2024-10-05 08:39:15,965 autoreload File D:\project\inventory_management\inventory\admin.py first seen with mtime 1728060427.2815626
DEBUG 2024-10-05 08:39:15,966 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\templatetags\rest_framework.py first seen with mtime 1728060443.804905
DEBUG 2024-10-05 08:39:15,967 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\socketserver.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,968 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1728060347.591962
DEBUG 2024-10-05 08:39:15,969 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\xml\dom\minicompat.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,970 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\threads.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,971 autoreload File D:\project\inventory_management\manage.py first seen with mtime 1728060404.3766675
